interaction_id,pdb_id,structure_title,release_date,resolution,chain_A_id,chain_B_id,interface_area,num_contacts,num_hbonds,num_salt_bridges,source_url
1850,9y9l,CP at the barbed end with one cofilin on second-to-last subunit,2026-03-04,3.1 Å,9y9l_C,9y9l_c,1053.51 Å²,92,4.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965930/2759767/99884442/2829322
1855,9zbp,Helical Reconstruction of the Complex of Pseudo-Acetylated Human Cardiac Actin (K326/328Q) and Tropomyosin,2026-01-14,3.1 Å,9zbp_D,9zbp_E,421.17 Å²,36,3.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966442/2702527/99200408/2794015
1856,9zbp,Helical Reconstruction of the Complex of Pseudo-Acetylated Human Cardiac Actin (K326/328Q) and Tropomyosin,2026-01-14,3.1 Å,9zbp_D,9zbp_F,1174.30 Å²,98,6.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966442/2702529/99200409/2794016
1859,7aln,Cryo-EM structure of the divergent actomyosin complex from Plasmodium falciparum Myosin A in the Rigor state,2021-04-28,3.8 Å,7aln_E,7aln_D,1152.22 Å²,102,7.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966698/1476189/51175181/1539357
186,8iah,"Structure of mammalian spectrin-actin junctional complex of membrane skeleton, State I, Global map",2023-05-03,3.6 Å,8iah_L,8iah_4,759.03 Å²,71,3.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965320/1987576/72501726/2132019
1862,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_F,9qfe_E,425.89 Å²,34,2.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965419/2669087/96851198/2766645
1863,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_E,9qfe_G,357.38 Å²,30,2.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965419/2669089/96851199/2766646
1864,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_E,9qfe_J,684.96 Å²,57,10.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965419/2669091/96851202/2766647
1865,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_E,9qfe_K,952.37 Å²,84,3.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965419/2669093/96851203/2766648
1866,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_E,9qfe_M,393.87 Å²,41,4.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965419/2669095/96851205/2766649
1867,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_E,9qfe_N,128.35 Å²,14,1.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965419/2669097/96851206/2766650
1870,8a2z,Cryo-EM structure of F-actin in the Ca2+-ADP nucleotide state.,2022-08-10,2.1 Å,8a2z_E,8a2z_D,406.27 Å²,33,4.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965675/1802151/65617266/1938641
1872,9y9l,CP at the barbed end with one cofilin on second-to-last subunit,2026-03-04,3.1 Å,9y9l_C,9y9l_B,343.64 Å²,30,,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965931/2759755/99884427/2829316
1873,9y9l,CP at the barbed end with one cofilin on second-to-last subunit,2026-03-04,3.1 Å,9y9l_B,9y9l_D,405.62 Å²,41,1.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965931/2759757/99884428/2829317
1874,9y9l,CP at the barbed end with one cofilin on second-to-last subunit,2026-03-04,3.1 Å,9y9l_B,9y9l_b,1060.02 Å²,90,4.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965931/2759759/99884433/2829318
1879,9zbp,Helical Reconstruction of the Complex of Pseudo-Acetylated Human Cardiac Actin (K326/328Q) and Tropomyosin,2026-01-14,3.1 Å,9zbp_C,9zbp_D,419.49 Å²,35,3.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966443/2702523/99200401/2794013
1880,9zbp,Helical Reconstruction of the Complex of Pseudo-Acetylated Human Cardiac Actin (K326/328Q) and Tropomyosin,2026-01-14,3.1 Å,9zbp_C,9zbp_E,1183.28 Å²,97,7.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966443/2702525/99200402/2794014
1882,7aln,Cryo-EM structure of the divergent actomyosin complex from Plasmodium falciparum Myosin A in the Rigor state,2021-04-28,3.8 Å,7aln_C,7aln_E,520.29 Å²,47,2.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966699/1476185/51175179/1539355
1883,7aln,Cryo-EM structure of the divergent actomyosin complex from Plasmodium falciparum Myosin A in the Rigor state,2021-04-28,3.8 Å,7aln_C,7aln_F,448.19 Å²,38,3.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966699/1476187/51175180/1539356
1886,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_E,9qfe_D,404.47 Å²,34,1.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965420/2669079/96851188/2766641
1887,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_F,9qfe_D,1113.15 Å²,91,7.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965420/2669081/96851189/2766642
1888,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_D,9qfe_M,818.91 Å²,73,3.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965420/2669083/96851196/2766643
1889,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_D,9qfe_N,633.23 Å²,54,6.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965420/2669085/96851197/2766644
1892,8a2z,Cryo-EM structure of F-actin in the Ca2+-ADP nucleotide state.,2022-08-10,2.1 Å,8a2z_D,8a2z_B,1055.18 Å²,86,8.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965676/1802145/65617264/1938638
1893,9y9l,CP at the barbed end with one cofilin on second-to-last subunit,2026-03-04,3.1 Å,9y9l_B,9y9l_A,343.26 Å²,29,,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965932/2759749/99884417/2829313
1894,9y9l,CP at the barbed end with one cofilin on second-to-last subunit,2026-03-04,3.1 Å,9y9l_A,9y9l_C,396.04 Å²,36,1.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965932/2759751/99884418/2829314
1895,9y9l,CP at the barbed end with one cofilin on second-to-last subunit,2026-03-04,3.1 Å,9y9l_A,9y9l_a,1071.46 Å²,93,3.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965932/2759753/99884423/2829315
19,9ug2,Severed and capped actin fragment by two G1G3 domains of gelsolin,2026-04-15,2.9 Å,9ug2_F,9ug2_B,464.54 Å²,42,4.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966592/2792568/100922619/2860212
1900,9zbp,Helical Reconstruction of the Complex of Pseudo-Acetylated Human Cardiac Actin (K326/328Q) and Tropomyosin,2026-01-14,3.1 Å,9zbp_B,9zbp_C,412.41 Å²,34,3.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966444/2702519/99200393/2794011
1901,9zbp,Helical Reconstruction of the Complex of Pseudo-Acetylated Human Cardiac Actin (K326/328Q) and Tropomyosin,2026-01-14,3.1 Å,9zbp_B,9zbp_D,1200.88 Å²,101,5.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966444/2702521/99200394/2794012
1903,7aln,Cryo-EM structure of the divergent actomyosin complex from Plasmodium falciparum Myosin A in the Rigor state,2021-04-28,3.8 Å,7aln_D,7aln_B,492.17 Å²,44,3.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966700/1476183/51175175/1539354
1906,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_D,9qfe_C,396.32 Å²,32,3.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965421/2669067/96851177/2766635
1907,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_C,9qfe_E,343.93 Å²,32,2.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965421/2669069/96851178/2766636
1908,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_C,9qfe_I,690.41 Å²,59,10.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965421/2669071/96851182/2766637
1909,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_C,9qfe_J,967.30 Å²,86,2.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965421/2669073/96851183/2766638
191,9bph,CRYO-EM STRUCTURE OF CARDIAC MUSCLE ALPHA-ACTIN M305L HCM MUTANT,2025-05-14,3.1 Å,9bph_C,9bph_D,1152.91 Å²,89,1.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965576/2500283/94535973/2631223
1910,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_C,9qfe_L,326.57 Å²,38,1.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965421/2669075/96851185/2766639
1911,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_C,9qfe_M,207.66 Å²,18,2.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965421/2669077/96851186/2766640
1913,8a2z,Cryo-EM structure of F-actin in the Ca2+-ADP nucleotide state.,2022-08-10,2.1 Å,8a2z_B,8a2z_A,435.97 Å²,34,4.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965677/1802139/65617261/1938635
1916,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_E,9y9j_c,678.11 Å²,59,10.0,5.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965933/2759745/99884393/2829311
1917,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_E,9y9j_e,1091.07 Å²,93,4.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965933/2759747/99884395/2829312
1921,9zbp,Helical Reconstruction of the Complex of Pseudo-Acetylated Human Cardiac Actin (K326/328Q) and Tropomyosin,2026-01-14,3.1 Å,9zbp_A,9zbp_B,409.75 Å²,35,3.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966445/2702515/99200384/2794009
1922,9zbp,Helical Reconstruction of the Complex of Pseudo-Acetylated Human Cardiac Actin (K326/328Q) and Tropomyosin,2026-01-14,3.1 Å,9zbp_A,9zbp_C,1182.51 Å²,97,5.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966445/2702517/99200385/2794010
1923,7aln,Cryo-EM structure of the divergent actomyosin complex from Plasmodium falciparum Myosin A in the Rigor state,2021-04-28,3.8 Å,7aln_A,7aln_B,1162.88 Å²,102,7.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966701/1476173/51175169/1539349
1924,7aln,Cryo-EM structure of the divergent actomyosin complex from Plasmodium falciparum Myosin A in the Rigor state,2021-04-28,3.8 Å,7aln_C,7aln_A,1159.35 Å²,101,7.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966701/1476175/51175170/1539350
1925,7aln,Cryo-EM structure of the divergent actomyosin complex from Plasmodium falciparum Myosin A in the Rigor state,2021-04-28,3.8 Å,7aln_A,7aln_D,486.37 Å²,46,2.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966701/1476177/51175171/1539351
1926,7aln,Cryo-EM structure of the divergent actomyosin complex from Plasmodium falciparum Myosin A in the Rigor state,2021-04-28,3.8 Å,7aln_E,7aln_A,512.96 Å²,46,2.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966701/1476179/51175172/1539352
1927,7aln,Cryo-EM structure of the divergent actomyosin complex from Plasmodium falciparum Myosin A in the Rigor state,2021-04-28,3.8 Å,7aln_A,7aln_F,1138.13 Å²,105,9.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966701/1476181/51175173/1539353
1929,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_C,9qfe_B,406.12 Å²,35,2.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965422/2669059/96851165/2766631
1930,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_D,9qfe_B,1113.19 Å²,87,6.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965422/2669061/96851166/2766632
1931,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_B,9qfe_L,764.33 Å²,69,2.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965422/2669063/96851174/2766633
1932,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_B,9qfe_M,670.48 Å²,58,4.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965422/2669065/96851175/2766634
1933,8a2z,Cryo-EM structure of F-actin in the Ca2+-ADP nucleotide state.,2022-08-10,2.1 Å,8a2z_C,8a2z_A,1049.06 Å²,85,8.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965678/1802142/65617257/1938636
1934,8a2z,Cryo-EM structure of F-actin in the Ca2+-ADP nucleotide state.,2022-08-10,2.1 Å,8a2z_C,8a2z_B,425.24 Å²,34,4.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965678/1802144/65617258/1938637
1935,8a2z,Cryo-EM structure of F-actin in the Ca2+-ADP nucleotide state.,2022-08-10,2.1 Å,8a2z_D,8a2z_C,413.68 Å²,33,4.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965678/1802147/65617259/1938639
1936,8a2z,Cryo-EM structure of F-actin in the Ca2+-ADP nucleotide state.,2022-08-10,2.1 Å,8a2z_E,8a2z_C,1059.36 Å²,86,7.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965678/1802149/65617260/1938640
1939,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_E,9y9j_D,341.23 Å²,28,,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965934/2759739/99884381/2829308
1940,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_D,9y9j_b,688.83 Å²,58,11.0,6.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965934/2759741/99884385/2829309
1941,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_D,9y9j_d,1092.66 Å²,92,5.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965934/2759743/99884387/2829310
1944,7r94,T-Plastin-F-actin complex,2022-07-06,2.6 Å,7r94_E,7r94_G,367.28 Å²,30,2.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966190/1791747/65526028/1930725
1947,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_B,9qfe_A,468.55 Å²,39,3.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965423/2669049/96851152/2766626
1948,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_A,9qfe_C,356.78 Å²,33,2.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965423/2669051/96851153/2766627
1949,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_A,9qfe_H,678.48 Å²,58,7.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965423/2669053/96851158/2766628
195,8c4c,F-actin decorated by SipA497-669,2024-01-17,2.7 Å,8c4c_H,8c4c_G,405.15 Å²,36,3.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966088/2144615/75903797/2262558
1950,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_A,9qfe_I,1025.95 Å²,88,4.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965423/2669055/96851159/2766629
1951,9qfe,Cryo-EM structure of the actin filament hetero-decorated by Coronin-1 and Cofilin-1 on separate actin strands,2025-10-08,3.1 Å,9qfe_A,9qfe_L,165.04 Å²,15,1.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965423/2669057/96851162/2766630
1956,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_D,9y9j_C,358.63 Å²,29,,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965935/2759731/99884372/2829304
1957,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_C,9y9j_E,408.60 Å²,35,2.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965935/2759733/99884373/2829305
1958,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_C,9y9j_a,659.62 Å²,56,10.0,6.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965935/2759735/99884376/2829306
1959,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_C,9y9j_c,1075.52 Å²,91,4.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965935/2759737/99884378/2829307
196,8c4c,F-actin decorated by SipA497-669,2024-01-17,2.7 Å,8c4c_G,8c4c_K,144.90 Å²,17,,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966088/2144617/75903798/2262559
1962,7r94,T-Plastin-F-actin complex,2022-07-06,2.6 Å,7r94_D,7r94_E,392.05 Å²,30,4.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966191/1791743/65526023/1930723
1963,7r94,T-Plastin-F-actin complex,2022-07-06,2.6 Å,7r94_D,7r94_H,371.53 Å²,34,1.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966191/1791745/65526026/1930724
1968,9qfd,Cryo-EM structure of the fully cofilin-1-decorated actin filament (cofilactin),2025-10-08,2.6 Å,9qfd_G,9qfd_N,694.11 Å²,59,12.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965424/2669047/96851130/2766625
197,8c4c,F-actin decorated by SipA497-669,2024-01-17,2.7 Å,8c4c_G,8c4c_L,779.08 Å²,65,6.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966088/2144619/75903799/2262560
1971,8a2y,Cryo-EM structure of F-actin in the Ca2+-ADP-Pi nucleotide state.,2022-08-10,2.1 Å,8a2y_E,8a2y_D,380.73 Å²,38,3.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965680/1802137/65617256/1938634
1973,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_B,9y9j_C,299.97 Å²,23,,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965936/2759723/99884362/2829300
1974,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_B,9y9j_D,404.92 Å²,34,2.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965936/2759725/99884363/2829301
1975,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_B,9y9j_X,911.67 Å²,76,6.0,6.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965936/2759727/99884366/2829302
1976,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_B,9y9j_b,1080.05 Å²,90,4.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965936/2759729/99884368/2829303
1979,7r94,T-Plastin-F-actin complex,2022-07-06,2.6 Å,7r94_A,7r94_F,812.52 Å²,71,6.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966192/1791727/65526020/1930715
1982,9yim,Capping protein bound to the barbed end of F-actin,2026-03-04,2.6 Å,9yim_E,9yim_Y,363.54 Å²,33,3.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966448/2759871/99884583/2829374
1983,9yim,Capping protein bound to the barbed end of F-actin,2026-03-04,2.6 Å,9yim_E,9yim_Z,1076.32 Å²,83,4.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966448/2759873/99884584/2829375
1987,9qfd,Cryo-EM structure of the fully cofilin-1-decorated actin filament (cofilactin),2025-10-08,2.6 Å,9qfd_G,9qfd_F,392.56 Å²,35,2.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965425/2669043/96851116/2766623
1988,9qfd,Cryo-EM structure of the fully cofilin-1-decorated actin filament (cofilactin),2025-10-08,2.6 Å,9qfd_F,9qfd_M,699.57 Å²,57,10.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965425/2669045/96851122/2766624
1991,8a2y,Cryo-EM structure of F-actin in the Ca2+-ADP-Pi nucleotide state.,2022-08-10,2.1 Å,8a2y_D,8a2y_B,1121.47 Å²,90,9.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965681/1802131/65617254/1938631
1992,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_A,9y9j_B,188.80 Å²,16,,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965937/2759713/99884351/2829295
1993,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_A,9y9j_C,380.87 Å²,31,2.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965937/2759715/99884352/2829296
1994,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_A,9y9j_W,966.95 Å²,79,6.0,5.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965937/2759717/99884355/2829297
1995,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_A,9y9j_X,156.05 Å²,12,1.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965937/2759719/99884356/2829298
1996,9y9j,Two CAP-1 Bound to the Pointed End of Cofilin F-actin,2026-03-04,3.6 Å,9y9j_A,9y9j_a,1081.47 Å²,93,4.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965937/2759721/99884357/2829299
1998,7r94,T-Plastin-F-actin complex,2022-07-06,2.6 Å,7r94_A,7r94_B,399.45 Å²,33,3.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966193/1791724/65526012/1930713
1999,7r94,T-Plastin-F-actin complex,2022-07-06,2.6 Å,7r94_B,7r94_D,1136.44 Å²,90,6.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966193/1791731/65526013/1930717
