interaction_id,chain_id,protein_name,organism,num_residues
1872,9y9l_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1872,9y9l_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1873,9y9l_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1873,9y9l_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1874,9y9l_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1874,9y9l_b,Cofilin-2,Homo sapiens,166
1879,9zbp_C,"Actin, alpha cardiac muscle 1",Homo sapiens,377
1879,9zbp_D,"Actin, alpha cardiac muscle 1",Homo sapiens,377
1880,9zbp_C,"Actin, alpha cardiac muscle 1",Homo sapiens,377
1880,9zbp_E,"Actin, alpha cardiac muscle 1",Homo sapiens,377
1882,7aln_C,Actin-1,Plasmodium falciparum 3D7,376
1882,7aln_E,Actin-1,Plasmodium falciparum 3D7,376
1883,7aln_C,Actin-1,Plasmodium falciparum 3D7,376
1883,7aln_F,Myosin-A,Plasmodium falciparum 3D7,818
1886,9qfe_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1886,9qfe_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1887,9qfe_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1887,9qfe_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1888,9qfe_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1888,9qfe_M,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688
1889,9qfe_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1889,9qfe_N,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688
1892,8a2z_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1892,8a2z_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1893,9y9l_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1893,9y9l_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1894,9y9l_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1894,9y9l_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1895,9y9l_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1895,9y9l_a,Cofilin-2,Homo sapiens,166
19,9ug2_B,Gelsolin,Homo sapiens,348
19,9ug2_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,370
1900,9zbp_B,"Actin, alpha cardiac muscle 1",Homo sapiens,377
1900,9zbp_C,"Actin, alpha cardiac muscle 1",Homo sapiens,377
1901,9zbp_B,"Actin, alpha cardiac muscle 1",Homo sapiens,377
1901,9zbp_D,"Actin, alpha cardiac muscle 1",Homo sapiens,377
1903,7aln_B,Actin-1,Plasmodium falciparum 3D7,376
1903,7aln_D,Actin-1,Plasmodium falciparum 3D7,376
1906,9qfe_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1906,9qfe_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1907,9qfe_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1907,9qfe_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1908,9qfe_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1908,9qfe_I,Cofilin-1,Homo sapiens,166
1909,9qfe_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1909,9qfe_J,Cofilin-1,Homo sapiens,166
191,9bph_C,"Actin, alpha cardiac muscle 1",Homo sapiens,375
191,9bph_D,"Actin, alpha cardiac muscle 1",Homo sapiens,375
1910,9qfe_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1910,9qfe_L,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688
1911,9qfe_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1911,9qfe_M,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688
1913,8a2z_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1913,8a2z_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1916,9y9j_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1916,9y9j_c,Cofilin-2,Homo sapiens,166
1917,9y9j_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1917,9y9j_e,Cofilin-2,Homo sapiens,166
1921,9zbp_A,"Actin, alpha cardiac muscle 1",Homo sapiens,377
1921,9zbp_B,"Actin, alpha cardiac muscle 1",Homo sapiens,377
1922,9zbp_A,"Actin, alpha cardiac muscle 1",Homo sapiens,377
1922,9zbp_C,"Actin, alpha cardiac muscle 1",Homo sapiens,377
1923,7aln_A,Actin-1,Plasmodium falciparum 3D7,376
1923,7aln_B,Actin-1,Plasmodium falciparum 3D7,376
1924,7aln_A,Actin-1,Plasmodium falciparum 3D7,376
1924,7aln_C,Actin-1,Plasmodium falciparum 3D7,376
1925,7aln_A,Actin-1,Plasmodium falciparum 3D7,376
1925,7aln_D,Actin-1,Plasmodium falciparum 3D7,376
1926,7aln_A,Actin-1,Plasmodium falciparum 3D7,376
1926,7aln_E,Actin-1,Plasmodium falciparum 3D7,376
1927,7aln_A,Actin-1,Plasmodium falciparum 3D7,376
1927,7aln_F,Myosin-A,Plasmodium falciparum 3D7,818
1929,9qfe_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1929,9qfe_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1930,9qfe_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1930,9qfe_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1931,9qfe_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1931,9qfe_L,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688
1932,9qfe_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1932,9qfe_M,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688
1933,8a2z_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1933,8a2z_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1934,8a2z_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1934,8a2z_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1935,8a2z_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1935,8a2z_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1936,8a2z_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1936,8a2z_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1939,9y9j_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1939,9y9j_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1940,9y9j_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1940,9y9j_b,Cofilin-2,Homo sapiens,166
1941,9y9j_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1941,9y9j_d,Cofilin-2,Homo sapiens,166
1944,7r94_E,"Actin, alpha skeletal muscle",Gallus gallus,377
1944,7r94_G,Plastin-3,Homo sapiens,630
1947,9qfe_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1947,9qfe_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1948,9qfe_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1948,9qfe_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1949,9qfe_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1949,9qfe_H,Cofilin-1,Homo sapiens,166
195,8c4c_G,"Actin, alpha skeletal muscle",Gallus gallus,377
195,8c4c_H,"Actin, alpha skeletal muscle",Gallus gallus,377
1950,9qfe_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1950,9qfe_I,Cofilin-1,Homo sapiens,166
1951,9qfe_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1951,9qfe_L,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688
1956,9y9j_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1956,9y9j_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1957,9y9j_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1957,9y9j_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1958,9y9j_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1958,9y9j_a,Cofilin-2,Homo sapiens,166
1959,9y9j_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1959,9y9j_c,Cofilin-2,Homo sapiens,166
196,8c4c_G,"Actin, alpha skeletal muscle",Gallus gallus,377
196,8c4c_K,Cell invasion protein SipA,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,173
1962,7r94_D,"Actin, alpha skeletal muscle",Gallus gallus,377
1962,7r94_E,"Actin, alpha skeletal muscle",Gallus gallus,377
1963,7r94_D,"Actin, alpha skeletal muscle",Gallus gallus,377
1963,7r94_H,Plastin-3,Homo sapiens,630
1968,9qfd_G,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1968,9qfd_N,Cofilin-1,Homo sapiens,166
197,8c4c_G,"Actin, alpha skeletal muscle",Gallus gallus,377
197,8c4c_L,Cell invasion protein SipA,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,173
1971,8a2y_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1971,8a2y_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1973,9y9j_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1973,9y9j_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1974,9y9j_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1974,9y9j_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1975,9y9j_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1975,9y9j_X,Adenylyl cyclase-associated protein 1,Homo sapiens,475
1976,9y9j_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1976,9y9j_b,Cofilin-2,Homo sapiens,166
1979,7r94_A,"Actin, alpha skeletal muscle",Gallus gallus,377
1979,7r94_F,Plastin-3,Homo sapiens,630
1982,9yim_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
1982,9yim_Y,F-actin-capping protein subunit alpha-1,Homo sapiens,278
1983,9yim_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
1983,9yim_Z,F-actin-capping protein subunit beta,Homo sapiens,270
1987,9qfd_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1987,9qfd_G,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1988,9qfd_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
1988,9qfd_M,Cofilin-1,Homo sapiens,166
1991,8a2y_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1991,8a2y_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
1992,9y9j_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1992,9y9j_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1993,9y9j_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1993,9y9j_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1994,9y9j_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1994,9y9j_W,Adenylyl cyclase-associated protein 1,Homo sapiens,475
1995,9y9j_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1995,9y9j_X,Adenylyl cyclase-associated protein 1,Homo sapiens,475
1996,9y9j_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
1996,9y9j_a,Cofilin-2,Homo sapiens,166
1998,7r94_A,"Actin, alpha skeletal muscle",Gallus gallus,377
1998,7r94_B,"Actin, alpha skeletal muscle",Gallus gallus,377
1999,7r94_B,"Actin, alpha skeletal muscle",Gallus gallus,377
1999,7r94_D,"Actin, alpha skeletal muscle",Gallus gallus,377
2000,7r94_B,"Actin, alpha skeletal muscle",Gallus gallus,377
2000,7r94_H,Plastin-3,Homo sapiens,630
2003,9yim_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2003,9yim_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2004,9yim_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2004,9yim_Y,F-actin-capping protein subunit alpha-1,Homo sapiens,278
2005,9yim_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2005,9yim_Z,F-actin-capping protein subunit beta,Homo sapiens,270
2009,9qfd_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2009,9qfd_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2010,9qfd_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2010,9qfd_G,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2011,9qfd_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2011,9qfd_L,Cofilin-1,Homo sapiens,166
2012,9qfd_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2012,9qfd_N,Cofilin-1,Homo sapiens,166
2014,8a2y_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2014,8a2y_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2017,9y52_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2017,9y52_c,Cofilin-2,Homo sapiens,166
2018,9y52_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2018,9y52_e,Cofilin-2,Homo sapiens,166
2019,7r94_B,"Actin, alpha skeletal muscle",Gallus gallus,377
2019,7r94_C,"Actin, alpha skeletal muscle",Gallus gallus,377
202,8iah_1,Adducin 1,Sus scrofa,744
202,8iah_K,"Actin, cytoplasmic 1",Sus scrofa,375
2020,7r94_A,"Actin, alpha skeletal muscle",Gallus gallus,377
2020,7r94_C,"Actin, alpha skeletal muscle",Gallus gallus,377
2021,7r94_C,"Actin, alpha skeletal muscle",Gallus gallus,377
2021,7r94_D,"Actin, alpha skeletal muscle",Gallus gallus,377
2022,7r94_C,"Actin, alpha skeletal muscle",Gallus gallus,377
2022,7r94_E,"Actin, alpha skeletal muscle",Gallus gallus,377
2023,7r94_C,"Actin, alpha skeletal muscle",Gallus gallus,377
2023,7r94_F,Plastin-3,Homo sapiens,630
2024,7r94_C,"Actin, alpha skeletal muscle",Gallus gallus,377
2024,7r94_G,Plastin-3,Homo sapiens,630
2027,9yim_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2027,9yim_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2028,9yim_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2028,9yim_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
203,8iah_3,Beta-adducin,Sus scrofa,724
203,8iah_K,"Actin, cytoplasmic 1",Sus scrofa,375
2032,9qfd_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2032,9qfd_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2033,9qfd_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2033,9qfd_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2034,9qfd_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2034,9qfd_K,Cofilin-1,Homo sapiens,166
2035,9qfd_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2035,9qfd_M,Cofilin-1,Homo sapiens,166
2036,8a2y_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2036,8a2y_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2037,8a2y_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2037,8a2y_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2038,8a2y_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2038,8a2y_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2039,8a2y_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2039,8a2y_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
204,8iah_9,Beta-adducin,Sus scrofa,724
204,8iah_K,"Actin, cytoplasmic 1",Sus scrofa,375
2042,9y52_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2042,9y52_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2043,9y52_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2043,9y52_b,Cofilin-2,Homo sapiens,166
2044,9y52_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2044,9y52_d,Cofilin-2,Homo sapiens,166
2048,9yim_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2048,9yim_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2049,9yim_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2049,9yim_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2053,9qfd_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2053,9qfd_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2054,9qfd_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2054,9qfd_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2055,9qfd_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2055,9qfd_J,Cofilin-1,Homo sapiens,166
2056,9qfd_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2056,9qfd_L,Cofilin-1,Homo sapiens,166
2061,9y52_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2061,9y52_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2062,9y52_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2062,9y52_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2063,9y52_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2063,9y52_a,Cofilin-2,Homo sapiens,166
2064,9y52_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2064,9y52_c,Cofilin-2,Homo sapiens,166
2068,7z7i_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
2068,7z7i_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
2069,9yim_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2069,9yim_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
207,8iah_K,"Actin, cytoplasmic 1",Sus scrofa,375
207,8iah_L,"Actin, cytoplasmic 1",Sus scrofa,375
2070,9yim_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2070,9yim_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2073,9qfd_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2073,9qfd_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2074,9qfd_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2074,9qfd_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2075,9qfd_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2075,9qfd_I,Cofilin-1,Homo sapiens,166
2076,9qfd_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2076,9qfd_K,Cofilin-1,Homo sapiens,166
2079,8a2u_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2079,8a2u_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2081,9y52_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2081,9y52_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2082,9y52_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2082,9y52_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2083,9y52_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2083,9y52_b,Cofilin-2,Homo sapiens,166
2085,7z7i_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
2085,7z7i_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
209,9bph_B,"Actin, alpha cardiac muscle 1",Homo sapiens,375
209,9bph_C,"Actin, alpha cardiac muscle 1",Homo sapiens,375
2090,9qfd_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2090,9qfd_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2091,9qfd_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2091,9qfd_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2092,9qfd_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2092,9qfd_H,Cofilin-1,Homo sapiens,166
2093,9qfd_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2093,9qfd_J,Cofilin-1,Homo sapiens,166
2096,8a2u_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2096,8a2u_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2097,9y52_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2097,9y52_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2098,9y52_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2098,9y52_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2099,9y52_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2099,9y52_W,Adenylyl cyclase-associated protein 1,Homo sapiens,475
2100,9y52_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2100,9y52_a,Cofilin-2,Homo sapiens,166
2102,7z7i_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
2102,7z7i_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
2103,7z7i_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
2103,7z7i_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
2109,8cco_E,Actin-2,Plasmodium falciparum,378
2109,8cco_F,Actin-2,Plasmodium falciparum,378
2112,9qfb_G,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2112,9qfb_M,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688
2113,9qfb_G,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2113,9qfb_N,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688
2115,8a2u_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2115,8a2u_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2118,7z7i_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
2118,7z7i_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
2119,7z7i_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
2119,7z7i_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
212,8c4c_F,"Actin, alpha skeletal muscle",Gallus gallus,377
212,8c4c_G,"Actin, alpha skeletal muscle",Gallus gallus,377
2120,7z7i_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
2120,7z7i_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
2122,8w36_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2122,8w36_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2125,8cco_D,Actin-2,Plasmodium falciparum,378
2125,8cco_E,Actin-2,Plasmodium falciparum,378
2126,8cco_D,Actin-2,Plasmodium falciparum,378
2126,8cco_F,Actin-2,Plasmodium falciparum,378
2129,9qfb_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2129,9qfb_G,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
213,8c4c_F,"Actin, alpha skeletal muscle",Gallus gallus,377
213,8c4c_H,"Actin, alpha skeletal muscle",Gallus gallus,377
2130,9qfb_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2130,9qfb_L,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688
2131,9qfb_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2131,9qfb_M,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688
2132,9qfb_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2132,9qfb_N,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688
2133,8a2u_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2133,8a2u_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2134,8a2u_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2134,8a2u_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2135,8a2u_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2135,8a2u_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2136,8a2u_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2136,8a2u_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
2139,9xye_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
2139,9xye_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376
214,8c4c_F,"Actin, alpha skeletal muscle",Gallus gallus,377
214,8c4c_K,Cell invasion protein SipA,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,173
2143,8w36_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2143,8w36_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2144,8w36_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2144,8w36_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2145,8w36_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2145,8w36_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
2148,8cco_C,Actin-2,Plasmodium falciparum,378
2148,8cco_D,Actin-2,Plasmodium falciparum,378
2149,8cco_C,Actin-2,Plasmodium falciparum,378
2149,8cco_E,Actin-2,Plasmodium falciparum,378
215,8c4c_F,"Actin, alpha skeletal muscle",Gallus gallus,377
215,8c4c_L,Cell invasion protein SipA,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,173
2152,9qfb_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2152,9qfb_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2153,9qfb_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2153,9qfb_G,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2154,9qfb_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2154,9qfb_K,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688
2155,9qfb_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374
2155,9qfb_L,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688
